year,source_rank,car_number,driver_name,official_speed_mph,official_lap1_s,official_lap2_s,official_lap3_s,official_lap4_s,timing_lap1_s,timing_lap2_s,timing_lap3_s,timing_lap4_s,lap_match_abs_sum_s,lap_match_abs_max_s,match_quality,timestamp_quality,attempt_start_ts,attempt_mid_ts,attempt_end_ts,attempt_start_utc,attempt_mid_utc,attempt_end_utc,attempt_mid_indianapolis,timing_root,timing_analysis_file,candidate_id
2018,17,98,"Andretti, Marco",226.154,39.7218,39.8197,39.7832,39.859,39.7218,39.8197,39.7832,39.859,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1526756749.8163,1526756829.40815,1526756909.0,2018-05-19T19:05:49.816300+00:00,2018-05-19T19:07:09.408150+00:00,2018-05-19T19:08:29+00:00,2018-05-19T15:07:09.408150-04:00,stint,2018_74622252638746b2821d6822ae31527a_analysis.json,LEGACY_2018_98_77
2019,29,10,"Rosenqvist, Felix",227.297,39.5183,39.5561,39.615,39.694,39.518299999999996,39.5561,39.615,39.694,7.105427357601002e-15,7.105427357601002e-15,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558214716.262412,1558214795.454112,1558214874.645812,2019-05-18T21:25:16.262412+00:00,2019-05-18T21:26:35.454112+00:00,2019-05-18T21:27:54.645812+00:00,2019-05-18T17:26:35.454112-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_10_32
2019,42,10,"Rosenqvist, Felix",227.198,39.4707,39.6126,39.6845,39.6841,39.4707,39.6126,39.6845,39.6841,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558208345.508187,1558208424.734137,1558208503.960087,2019-05-18T19:39:05.508187+00:00,2019-05-18T19:40:24.734137+00:00,2019-05-18T19:41:43.960087+00:00,2019-05-18T15:40:24.734137-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_10_1
2019,54,10,"Rosenqvist, Felix",226.739,39.5616,39.7418,39.7241,39.7456,39.4707,39.6126,39.6845,39.6841,0.3211999999999975,0.12919999999999732,WEAK,PARENT_END_DIRECT,1558212415.504634,1558212494.730584,1558212573.956534,2019-05-18T20:46:55.504634+00:00,2019-05-18T20:48:14.730584+00:00,2019-05-18T20:49:33.956534+00:00,2019-05-18T16:48:14.730584-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_10_87
2019,2,12,"Power, Will",230.081,39.0569,39.0969,39.1544,39.1584,39.0569,39.0969,39.1544,39.1584,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558194062.272881,1558194140.506181,1558194218.739481,2019-05-18T15:41:02.272881+00:00,2019-05-18T15:42:20.506181+00:00,2019-05-18T15:43:38.739481+00:00,2019-05-18T11:42:20.506181-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_12_31
2019,16,14,"Kanaan, Tony",228.12,39.3649,39.4391,39.4943,39.5133,39.3649,39.4391,39.4943,39.5133,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558193235.920726,1558193314.8265262,1558193393.732326,2019-05-18T15:27:15.920726+00:00,2019-05-18T15:28:34.826526+00:00,2019-05-18T15:29:53.732326+00:00,2019-05-18T11:28:34.826526-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_14_54
2019,17,15,"Rahal, Graham",228.104,39.3761,39.4162,39.4298,39.6005,39.3761,39.4162,39.4298,39.6005,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558216066.335577,1558216145.246877,1558216224.158177,2019-05-18T21:47:46.335577+00:00,2019-05-18T21:49:05.246877+00:00,2019-05-18T21:50:24.158177+00:00,2019-05-18T17:49:05.246877-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_15_35
2019,39,15,"Rahal, Graham",227.394,39.3793,39.6078,39.5751,39.753,39.3793,39.6078,39.5751,39.753,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558209525.6406858,1558209604.7982857,1558209683.955886,2019-05-18T19:58:45.640686+00:00,2019-05-18T20:00:04.798286+00:00,2019-05-18T20:01:23.955886+00:00,2019-05-18T16:00:04.798286-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_15_5
2019,45,15,"Rahal, Graham",227.095,39.6161,39.6358,39.6115,39.6605,39.6161,39.6358,39.6115,39.6605,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558201730.327624,1558201809.589574,1558201888.851524,2019-05-18T17:48:50.327624+00:00,2019-05-18T17:50:09.589574+00:00,2019-05-18T17:51:28.851524+00:00,2019-05-18T13:50:09.589574-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_15_47
2019,9,18,"Bourdais, Sebastien",228.8,39.1771,39.1713,39.6865,39.3078,39.1771,39.1713,39.6865,39.3078,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558192921.409066,1558193000.080416,1558193078.751766,2019-05-18T15:22:01.409066+00:00,2019-05-18T15:23:20.080416+00:00,2019-05-18T15:24:38.751766+00:00,2019-05-18T11:23:20.080416-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_18_20
2019,23,19,"Ferrucci, Santino",227.731,39.423,39.4593,39.5772,39.622,39.423,39.4593,39.5772,39.622,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558195215.76386,1558195294.80461,1558195373.84536,2019-05-18T16:00:15.763860+00:00,2019-05-18T16:01:34.804610+00:00,2019-05-18T16:02:53.845360+00:00,2019-05-18T12:01:34.804610-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_19_18
2019,4,2,"Newgarden, Josef",229.749,39.1083,39.1758,39.1681,39.2402,39.1083,39.1758,39.1681,39.2402,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558199267.1611161,1558199345.507316,1558199423.853516,2019-05-18T17:07:47.161116+00:00,2019-05-18T17:09:05.507316+00:00,2019-05-18T17:10:23.853516+00:00,2019-05-18T13:09:05.507316-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_2_25
2019,7,20,"Carpenter, Ed",229.349,39.1257,39.2107,39.289,39.3404,39.1257,39.2107,39.289,39.3404,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558192611.76861,1558192690.25151,1558192768.73441,2019-05-18T15:16:51.768610+00:00,2019-05-18T15:18:10.251510+00:00,2019-05-18T15:19:28.734410+00:00,2019-05-18T11:18:10.251510-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_20_14
2019,1,21,"Pigot, Spencer",230.083,38.9948,39.1172,39.1649,39.1886,38.9948,39.1172,39.1649,39.1886,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558192027.268142,1558192105.500892,1558192183.733642,2019-05-18T15:07:07.268142+00:00,2019-05-18T15:08:25.500892+00:00,2019-05-18T15:09:43.733642+00:00,2019-05-18T11:08:25.500892-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_21_15
2019,3,22,"Pagenaud, Simon",229.854,39.042,39.1539,39.1768,39.2483,39.042,39.1539,39.1768,39.2483,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558196652.226107,1558196730.5366068,1558196808.847107,2019-05-18T16:24:12.226107+00:00,2019-05-18T16:25:30.536607+00:00,2019-05-18T16:26:48.847107+00:00,2019-05-18T12:25:30.536607-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_22_16
2019,20,23,"Kimball, Charlie",227.915,39.421,39.4892,39.4822,39.5611,39.421,39.4892,39.4822,39.5611,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558193775.783343,1558193854.760093,1558193933.736843,2019-05-18T15:36:15.783343+00:00,2019-05-18T15:37:34.760093+00:00,2019-05-18T15:38:53.736843+00:00,2019-05-18T11:37:34.760093-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_23_17
2019,49,24,"Karam, Sage",226.951,39.4864,39.645,39.7297,39.7637,39.4864,39.645,39.7297,39.7551,0.008600000000001273,0.008600000000001273,EXACT_OR_NEAR_EXACT,PARENT_END_BACKCALC,1558215493.184702,1558215572.492802,1558215651.800902,2019-05-18T21:38:13.184702+00:00,2019-05-18T21:39:32.492802+00:00,2019-05-18T21:40:51.800902+00:00,2019-05-18T17:39:32.492802-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_24_41
2019,52,24,"Karam, Sage",226.871,39.4393,39.6974,39.7884,39.7551,39.4864,39.645,39.7297,39.7551,0.15820000000000078,0.05870000000000175,PLAUSIBLE,PARENT_END_BACKCALC,1558215531.530242,1558215610.838342,1558215690.146442,2019-05-18T21:38:51.530242+00:00,2019-05-18T21:40:10.838342+00:00,2019-05-18T21:41:30.146442+00:00,2019-05-18T17:40:10.838342-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_24_105
2019,66,24,"Karam, Sage",225.865,39.5567,39.7184,39.9054,40.2065,39.5567,39.7184,39.9054,40.2065,0.0,0.0,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_24_292
2019,11,25,"Daly, Conor",228.617,39.2626,39.3879,39.404,39.4143,39.2626,39.3879,39.404,39.4143,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558209261.49138,1558209340.22578,1558209418.96018,2019-05-18T19:54:21.491380+00:00,2019-05-18T19:55:40.225780+00:00,2019-05-18T19:56:58.960180+00:00,2019-05-18T15:55:40.225780-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_25_10
2019,37,25,"Daly, Conor",227.921,39.4065,39.4404,39.528,39.5745,39.4065,39.4404,39.528,39.5745,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558191715.787216,1558191794.761916,1558191873.736616,2019-05-18T15:01:55.787216+00:00,2019-05-18T15:03:14.761916+00:00,2019-05-18T15:04:33.736616+00:00,2019-05-18T11:03:14.761916-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_25_55
2019,28,26,"Veach, Zach",227.341,39.4136,39.577,39.6792,39.6825,39.649,39.646,39.6825,39.6825,0.307699999999997,0.2353999999999985,WEAK,UNRESOLVED,,,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_26_278
2019,41,26,"Veach, Zach",227.202,39.4838,39.649,39.646,39.6705,39.4838,39.649,39.646,39.6825,0.012000000000000455,0.012000000000000455,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_26_277
2019,8,27,"Rossi, Alexander",229.268,39.1713,39.2488,39.2778,39.3238,39.2116,39.2801,39.3881,39.4518,0.30989999999999185,0.1280000000000001,WEAK,PARENT_END_DIRECT,1558192371.405119,1558192450.070919,1558192528.736719,2019-05-18T15:12:51.405119+00:00,2019-05-18T15:14:10.070919+00:00,2019-05-18T15:15:28.736719+00:00,2019-05-18T11:14:10.070919-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_27_134
2019,32,27,"Rossi, Alexander",228.816,39.2116,39.2801,39.3881,39.4518,39.2116,39.2801,39.3881,39.4518,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558192341.402116,1558192420.0679162,1558192498.733716,2019-05-18T15:12:21.402116+00:00,2019-05-18T15:13:40.067916+00:00,2019-05-18T15:14:58.733716+00:00,2019-05-18T11:13:40.067916-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_27_57
2019,22,28,"Hunter-Reay, Ryan",227.877,39.3605,39.4598,39.5725,39.5871,39.3605,39.4598,39.5725,39.5871,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558202635.873316,1558202714.863266,1558202793.853216,2019-05-18T18:03:55.873316+00:00,2019-05-18T18:05:14.863266+00:00,2019-05-18T18:06:33.853216+00:00,2019-05-18T14:05:14.863266-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_28_2
2019,12,3,"Castroneves, Helio",228.523,39.2083,39.3775,39.46,39.4879,39.2083,39.3775,39.46,39.4879,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558198971.314958,1558199050.081808,1558199128.848658,2019-05-18T17:02:51.314958+00:00,2019-05-18T17:04:10.081808+00:00,2019-05-18T17:05:28.848658+00:00,2019-05-18T13:04:10.081808-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_3_60
2019,35,3,"Castroneves, Helio",228.16,39.3339,39.4492,39.4705,39.5304,39.3339,39.4879,39.4879,39.4879,0.09860000000000468,0.042499999999996874,PLAUSIBLE,UNRESOLVED,,,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_3_298
2019,14,30,"Sato, Takuma",228.3,39.3392,39.4293,39.4969,39.422,39.3392,39.4293,39.4969,39.422,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558196346.1784859,1558196425.0221858,1558196503.865886,2019-05-18T16:19:06.178486+00:00,2019-05-18T16:20:25.022186+00:00,2019-05-18T16:21:43.865886+00:00,2019-05-18T12:20:25.022186-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_30_22
2019,46,31,"O'Ward, Patricio",227.065,39.5351,39.636,39.6156,39.7585,39.6441,39.6835,39.7585,39.7585,0.29939999999999856,0.14289999999999736,WEAK,PARENT_END_BACKCALC,1558213550.3878,1558213629.8101,1558213709.2324,2019-05-18T21:05:50.387800+00:00,2019-05-18T21:07:09.810100+00:00,2019-05-18T21:08:29.232400+00:00,2019-05-18T17:07:09.810100-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_31_107
2019,51,31,"O'Ward, Patricio",226.897,39.6065,39.6441,39.6835,39.7279,39.6835,39.7585,39.7585,39.7279,0.2663999999999973,0.11439999999999628,WEAK,PARENT_END_DIRECT,1558213590.0319,1558213669.4961,1558213748.9603,2019-05-18T21:06:30.031900+00:00,2019-05-18T21:07:49.496100+00:00,2019-05-18T21:09:08.960300+00:00,2019-05-18T17:07:49.496100-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_31_108
2019,68,31,"O'Ward, Patricio",225.727,39.738,39.7721,39.865,40.1098,39.738,39.7721,39.865,40.1098,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558201439.367398,1558201519.109848,1558201598.852298,2019-05-18T17:43:59.367398+00:00,2019-05-18T17:45:19.109848+00:00,2019-05-18T17:46:38.852298+00:00,2019-05-18T13:45:19.109848-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_31_59
2019,64,32,"Kaiser, Kyle",225.918,39.6294,39.7515,39.8126,40.1565,39.6294,39.7515,39.8126,40.1565,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558203884.604727,1558203964.279727,1558204043.954727,2019-05-18T18:24:44.604727+00:00,2019-05-18T18:26:04.279727+00:00,2019-05-18T18:27:23.954727+00:00,2019-05-18T14:26:04.279727-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_32_53
2019,15,33,"Davison, James",228.273,39.259,39.4561,39.4936,39.497,39.259,39.4561,39.4936,39.497,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558195801.1393461,1558195879.992196,1558195958.845046,2019-05-18T16:10:01.139346+00:00,2019-05-18T16:11:19.992196+00:00,2019-05-18T16:12:38.845046+00:00,2019-05-18T12:11:19.992196-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_33_23
2019,30,39,"Mann, Pippa",227.244,39.4099,39.5814,39.7379,39.6911,39.4099,39.5814,39.7379,39.6911,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558196920.427907,1558196999.638057,1558197078.848207,2019-05-18T16:28:40.427907+00:00,2019-05-18T16:29:59.638057+00:00,2019-05-18T16:31:18.848207+00:00,2019-05-18T12:29:59.638057-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_39_12
2019,24,4,"Leist, Matheus",227.717,39.4579,39.5109,39.5662,39.5561,39.4579,39.5109,39.5662,39.5561,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558207190.872086,1558207269.9176362,1558207348.963186,2019-05-18T19:19:50.872086+00:00,2019-05-18T19:21:09.917636+00:00,2019-05-18T19:22:28.963186+00:00,2019-05-18T15:21:09.917636-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_4_26
2019,55,4,"Leist, Matheus",226.727,39.5514,39.5246,39.6225,40.0829,39.5514,39.5246,39.6225,40.0829,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558202045.0645711,1558202124.4552712,1558202203.845971,2019-05-18T17:54:05.064571+00:00,2019-05-18T17:55:24.455271+00:00,2019-05-18T17:56:43.845971+00:00,2019-05-18T13:55:24.455271-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_4_61
2019,44,42,"King, Jordan",227.105,39.5432,39.604,39.672,39.698,39.685,39.604,39.672,39.698,0.14180000000000348,0.14180000000000348,WEAK,PARENT_END_DIRECT,1558206410.3038461,1558206489.633346,1558206568.962846,2019-05-18T19:06:50.303846+00:00,2019-05-18T19:08:09.633346+00:00,2019-05-18T19:09:28.962846+00:00,2019-05-18T15:08:09.633346-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_42_230
2019,57,42,"King, Jordan",226.662,39.79,39.4961,39.8554,39.685,39.79,39.4961,39.8554,39.685,0.0,0.0,EXACT_OR_NEAR_EXACT,UNRESOLVED,,,,,,,,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_42_306
2019,21,48,"Hildebrand, JR",227.908,39.3381,39.4374,39.5441,39.6388,39.3381,39.4374,39.5441,39.6388,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558215797.216018,1558215876.1952178,1558215955.174418,2019-05-18T21:43:17.216018+00:00,2019-05-18T21:44:36.195218+00:00,2019-05-18T21:45:55.174418+00:00,2019-05-18T17:44:36.195218-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_48_43
2019,43,48,"Hildebrand, JR",227.183,39.3756,39.4908,39.8213,39.7751,39.3756,39.4908,39.8213,39.7751,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558204775.490939,1558204854.722339,1558204933.953739,2019-05-18T18:39:35.490939+00:00,2019-05-18T18:40:54.722339+00:00,2019-05-18T18:42:13.953739+00:00,2019-05-18T14:40:54.722339-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_1_analysis.json,LEGACY_2019_48_30
2019,53,48,"Hildebrand, JR",226.832,39.2651,39.6658,39.6522,40.1247,39.2651,39.6658,39.6522,40.1247,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558202360.147558,1558202439.501458,1558202518.855358,2019-05-18T17:59:20.147558+00:00,2019-05-18T18:00:39.501458+00:00,2019-05-18T18:01:58.855358+00:00,2019-05-18T14:00:39.501458-04:00,stint,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_48_154
2019,50,59,"Chilton, Max",226.934,39.5426,39.6306,39.7471,39.716,39.5426,39.6306,39.7471,39.716,0.0,0.0,EXACT_OR_NEAR_EXACT,PARENT_END_DIRECT,1558194635.2078679,1558194714.526018,1558194793.844168,2019-05-18T15:50:35.207868+00:00,2019-05-18T15:51:54.526018+00:00,2019-05-18T15:53:13.844168+00:00,2019-05-18T11:51:54.526018-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_analysis.json,LEGACY_2019_59_52
2019,59,59,"Chilton, Max",226.354,39.6466,39.7373,39.799,39.86,39.6954,39.7075,39.7335,39.86,0.14409999999999457,0.06550000000000011,PLAUSIBLE,PARENT_END_BACKCALC,1558213840.1897328,1558213919.6879327,1558213999.186133,2019-05-18T21:10:40.189733+00:00,2019-05-18T21:11:59.687933+00:00,2019-05-18T21:13:19.186133+00:00,2019-05-18T17:11:59.687933-04:00,lap,2019_5250b13f10ce468d85c6ed97731ec2e3_2_analysis.json,LEGACY_2019_59_37
