year,driver_name,source_path,source_type,line_or_row,speed_hits_mph,lap_time_hits_s,context,evidence_score
2021,Charlie Kimball,r4/output/r4f9_b3_final_historical_outcome_interface_v1.csv,csv,52,,,fused_decision_id=LAST_CHANCE::2021_11_POST_GUARANTEED_BREAK | source_decision_id=2021_11_POST_GUARANTEED_BREAK | regime=LAST_CHANCE | year=2021 | car_number=11 | driver_name=Charlie Kimball | evaluation_granularity=SESSION_LEVEL_CATEGORICAL | historical_action=REATTEMPT | historical_action_resolved=True | historical_action_quality=HIGH | decision_time_benchmark_speed_mph=228.353000 | decision_time_benchmark_type=LAST_CHANCE_SURVIVAL_BUBBLE | source_attempt_id_semantics=UNRESOLVED_NO_SAFE_ATTEMPT_LEVEL_JOIN | realized_session_outcome=FAILED_TO_QUALIFY | realized_final_qualified=False | explicit_crash_incomplete=False | attempt_level_speed_evaluable=False | categorical_session_outcome_evaluable=True | evaluation_status=LAST_CHANCE_SESSION_OUTCOME_OBSERVED | future_information_used_for_prediction=False | historical_action_used_as_optimal_label=False,2
2021,Charlie Kimball,r4/output/r4f4_decision_window_residual_context_v1.csv,csv,23,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | decision_time_utc=2021-05-22T18:30:47+00:00 | performance_attempt_exact_link=True | performance_speed_mph=228.401000 | prior_other_car_attempts_10m=2 | prior_other_car_attempts_20m=4 | prior_other_car_attempts_30m=5 | prior_other_car_median_speed_10m=229.638500 | prior_other_car_median_speed_20m=231.075000 | prior_other_car_median_speed_30m=231.046000 | whole_field_window_context_20m_ready=True | ptsc_prior_observation_available=True | ptsc_prior_observation_age_min=0.783 | hrrr_decision_safe_cycle_available=True | hrrr_selected_cycle_utc=2021-05-22T17:00:00+00:00 | hrrr_supports_decision_time=True | hrrr_supports_plus_30m=True | thermal_context_ready=True | wait_model_structural_available=True | historical_wait_observed=False | historical_action_required_for_engine=False | engine_v1_state_ready=True | model_role=COUNTERFACTUAL_ENGINE_STATE | ptsc_selected_time_utc=2021-05-22T18:30:00+00:00 | ptsc_time_field_used=utc_datetime | ptsc_temperature_field_used=track_c | ptsc_track_temp_c=38.333333 | ptsc_track_temperature_value_available=True | residual_window_10m_car_count=0 | residual_window_20m_car_count=0 | residual_window_30m_car_count=0 | residual_window_45m_car_count=0 | residual_window_primary_ready=False | whole_field_latent_window_evidence_status=SPARSE_RESIDUAL_EVIDENCE,2
2021,Charlie Kimball,r4/output/r4f7b_latent_window_training_manifest_v1.csv,csv,70,,,year=2021 | attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | result_status=VALID_RETAINED | strict_performance_eligible=True | reference_available=True | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | point_time_available=True | environment_alignment_usable=True | ptsc_track_temp_available=True | hrrr_leakage_safe_available=True | observed_latent_ready=True | forecast_latent_ready=True | dataset_role=CORE_DEVELOPMENT | split_role=DEVELOPMENT | model_eligible=True | prospective_feature_policy=TIME_SAFE_ONLY | historical_future_target_policy=ALLOWED_FOR_TARGETS_NOT_FEATURES,2
2021,Charlie Kimball,r4/output/r4f7b_latent_window_training_manifest_v1.csv,csv,71,,,year=2021 | attempt_id=39b9e374-3daa-551c-8478-eb7d1f44f74e | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | result_status=UNKNOWN | strict_performance_eligible=False | reference_available=True | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | point_time_available=True | environment_alignment_usable=True | ptsc_track_temp_available=True | hrrr_leakage_safe_available=True | observed_latent_ready=False | forecast_latent_ready=False | dataset_role=CORE_DEVELOPMENT | split_role=DEVELOPMENT | model_eligible=False | prospective_feature_policy=TIME_SAFE_ONLY | historical_future_target_policy=ALLOWED_FOR_TARGETS_NOT_FEATURES,2
2021,Charlie Kimball,r4/output/r4f3b_shared_state_linkage_thermal_fixed_v1.csv,csv,23,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | decision_time_utc=2021-05-22T18:30:47+00:00 | performance_attempt_exact_link=True | performance_speed_mph=228.401000 | prior_other_car_attempts_10m=2 | prior_other_car_attempts_20m=4 | prior_other_car_attempts_30m=5 | prior_other_car_median_speed_10m=229.638500 | prior_other_car_median_speed_20m=231.075000 | prior_other_car_median_speed_30m=231.046000 | whole_field_window_context_20m_ready=True | ptsc_prior_observation_available=True | ptsc_prior_observation_age_min=0.783 | hrrr_decision_safe_cycle_available=True | hrrr_selected_cycle_utc=2021-05-22T17:00:00+00:00 | hrrr_supports_decision_time=True | hrrr_supports_plus_30m=True | thermal_context_ready=True | wait_model_structural_available=True | historical_wait_observed=False | historical_action_required_for_engine=False | engine_v1_state_ready=True | model_role=COUNTERFACTUAL_ENGINE_STATE | ptsc_selected_time_utc=2021-05-22T18:30:00+00:00 | ptsc_time_field_used=utc_datetime | ptsc_temperature_field_used=track_c | ptsc_track_temp_c=38.333333 | ptsc_track_temperature_value_available=True,2
2021,Charlie Kimball,r4/output/r4f6k_2021_fast_friday_general_reference_rows_v1.csv,csv,35,,39.3839,year=2021 | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | reference_priority=1 | source_quality=HIGH | source_type=OFFICIAL_TIMING_PDF_ARCHIVE | source_url=https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf | source_file=r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf | extraction_method=PDFTOTEXT | model_role=CORE_DEVELOPMENT | provenance_note=2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result. | pdf_position=34 | pdf_lap_time=00:39.3839,2
2021,Charlie Kimball,r4/output/r4f3a_shared_state_linkage_repaired_v1.csv,csv,23,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | decision_time_utc=2021-05-22T18:30:47+00:00 | performance_attempt_exact_link=True | performance_speed_mph=228.401000 | prior_other_car_attempts_10m=2 | prior_other_car_attempts_20m=4 | prior_other_car_attempts_30m=5 | prior_other_car_median_speed_10m=229.638500 | prior_other_car_median_speed_20m=231.075000 | prior_other_car_median_speed_30m=231.046000 | whole_field_window_context_20m_ready=True | ptsc_prior_observation_available=True | ptsc_prior_observation_age_min=0.783 | hrrr_decision_safe_cycle_available=True | hrrr_selected_cycle_utc=2021-05-22T17:00:00+00:00 | hrrr_supports_decision_time=True | hrrr_supports_plus_30m=True | thermal_context_ready=True | wait_model_structural_available=True | historical_wait_observed=False | historical_action_required_for_engine=False | engine_v1_state_ready=True | model_role=COUNTERFACTUAL_ENGINE_STATE | ptsc_selected_time_utc=2021-05-22T18:30:00+00:00 | ptsc_time_field_used=utc_datetime,2
2021,Charlie Kimball,r4/output/r4f3_shared_state_linkage_audit_v1.csv,csv,23,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | decision_time_utc=2021-05-22T18:30:47+00:00 | performance_attempt_exact_link=True | performance_speed_mph=228.401000 | prior_other_car_attempts_10m=2 | prior_other_car_attempts_20m=4 | prior_other_car_attempts_30m=5 | prior_other_car_median_speed_10m=229.638500 | prior_other_car_median_speed_20m=231.075000 | prior_other_car_median_speed_30m=231.046000 | whole_field_window_context_20m_ready=True | ptsc_prior_observation_available=False | hrrr_decision_safe_cycle_available=True | hrrr_selected_cycle_utc=2021-05-22T17:00:00+00:00 | hrrr_supports_decision_time=True | hrrr_supports_plus_30m=True | thermal_context_ready=False | wait_model_structural_available=True | historical_wait_observed=False | historical_action_required_for_engine=False | engine_v1_state_ready=False | model_role=PARTIAL_STATE_EVIDENCE,2
2021,Charlie Kimball,r4/output/r4f7a_v2_expanded_latent_window_input_readiness_rows.csv,csv,70,,,year=2021 | attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | result_status=VALID_RETAINED | strict_performance_eligible=True | reference_available=True | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | point_time_available=True | environment_alignment_usable=True | ptsc_track_temp_available=True | hrrr_leakage_safe_available=True | observed_latent_ready=True | forecast_latent_ready=True | dataset_role=CORE_DEVELOPMENT,2
2021,Charlie Kimball,r4/output/r4f7a_v2_expanded_latent_window_input_readiness_rows.csv,csv,71,,,year=2021 | attempt_id=39b9e374-3daa-551c-8478-eb7d1f44f74e | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | result_status=UNKNOWN | strict_performance_eligible=False | reference_available=True | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | point_time_available=True | environment_alignment_usable=True | ptsc_track_temp_available=True | hrrr_leakage_safe_available=True | observed_latent_ready=False | forecast_latent_ready=False | dataset_role=CORE_DEVELOPMENT,2
2021,Charlie Kimball,r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,38,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | decision_stage=POST_FIRST_ATTEMPT | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | current_result_mph=228.401000 | current_rank=29 | benchmark_type=FAST_NINE_ADVANCEMENT | benchmark_rank=9 | benchmark_speed_mph=230.864000 | margin_to_benchmark_mph=-2.463000 | qualification_state=CURRENTLY_OUTSIDE_ADVANCEMENT | has_protected_result=True | feasible_action_set=STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT | action_mask_STOP=True | action_mask_REATTEMPT=False | action_mask_RETAIN_AND_REATTEMPT=True | action_mask_WITHDRAW_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT=True | observed_action=REATTEMPT_SEMANTICS_UNRESOLVED | action_resolved=False | action_evidence_quality=PARTIAL | decision_time_utc=2021-05-22T18:30:47+00:00 | time_quality=APPROXIMATE_POINT | state_numeric_complete=True | thermal_state_available=False | performance_uncertainty_available=True | wait_model_available=True | shared_feature_link_status=PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING | upstream_safe_for_policy_fit=False | action_evidence_eligible=False | decision_state_eligible=True | counterfactual_model_input_eligible=True | validation_only=False | dataset_role=COUNTERFACTUAL_MODEL_INPUT | hard_optimality_truth=False | source_interface=R4F1_DAY1,2
2021,Charlie Kimball,r4/output/r4f2_canonical_fused_decision_dataset_v2.csv,csv,144,,,decision_id=2021_11_POST_GUARANTEED_BREAK | year=2021 | session_regime=LAST_CHANCE | car_number=11 | driver_name=Charlie Kimball | decision_stage=POST_GUARANTEED_BREAK | current_rank=5 | benchmark_type=LAST_CHANCE_SURVIVAL_BUBBLE | benchmark_speed_mph=228.353000 | qualification_state=OUTSIDE_FIELD | has_protected_result=False | feasible_action_set=STOP|REATTEMPT | action_mask_STOP=True | action_mask_REATTEMPT=True | action_mask_RETAIN_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT=False | observed_action=REATTEMPT | action_resolved=True | action_evidence_quality=HIGH | time_quality=UNKNOWN | state_numeric_complete=False | thermal_state_available=False | performance_uncertainty_available=False | wait_model_available=False | shared_feature_link_status=PENDING | upstream_safe_for_policy_fit=False | action_evidence_eligible=True | decision_state_eligible=False | counterfactual_model_input_eligible=False | validation_only=False | dataset_role=ACTION_EVIDENCE_ONLY | hard_optimality_truth=False | source_interface=R4LC5E_V2,2
2021,Charlie Kimball,r4/output/r4f7a_b_latent_readiness_ceiling_rows_v1.csv,csv,70,,,year=2021 | attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | driver_name=Charlie Kimball | strict_performance=True | current_ready=False | current_forecast_ready=False | ready_except_reference=True | forecast_ready_except_reference=True | ready_except_point_time=False | ready_except_ptsc=False | ready_except_env_alignment=False | forecast_ready_except_hrrr=False | structural_nonreference_ready=True | missing_components=REFERENCE | missing_component_count=1,2
2021,Charlie Kimball,r4/output/r4f7a_b_latent_readiness_ceiling_rows_v1.csv,csv,71,,,year=2021 | attempt_id=39b9e374-3daa-551c-8478-eb7d1f44f74e | driver_name=Charlie Kimball | strict_performance=False | current_ready=False | current_forecast_ready=False | ready_except_reference=False | forecast_ready_except_reference=False | ready_except_point_time=False | ready_except_ptsc=False | ready_except_env_alignment=False | forecast_ready_except_hrrr=False | structural_nonreference_ready=False | missing_component_count=0,2
2021,Charlie Kimball,r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,38,,,decision_id=DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | session_regime=DAY1 | car_number=11 | driver_name=Charlie Kimball | decision_stage=POST_FIRST_ATTEMPT | source_attempt_id=c150c8f9-470c-58e6-8766-44b6b751369f | current_result_mph=228.401000 | current_rank=29 | benchmark_type=FAST_NINE_ADVANCEMENT | benchmark_rank=9 | benchmark_speed_mph=230.864000 | margin_to_benchmark_mph=-2.463000 | qualification_state=CURRENTLY_OUTSIDE_ADVANCEMENT | has_protected_result=True | feasible_action_set=STOP|RETAIN_AND_REATTEMPT|WITHDRAW_AND_PRIORITY_REATTEMPT | action_mask_STOP=True | action_mask_REATTEMPT=False | action_mask_RETAIN_AND_REATTEMPT=True | action_mask_WITHDRAW_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT=True | observed_action=REATTEMPT_SEMANTICS_UNRESOLVED | action_resolved=False | action_evidence_quality=PARTIAL | decision_time_utc=2021-05-22T18:30:47+00:00 | time_quality=APPROXIMATE_POINT | state_numeric_complete=True | thermal_state_available=False | performance_uncertainty_available=True | wait_model_available=True | shared_feature_link_status=PERFORMANCE_AND_WAIT_READY_THERMAL_PENDING | dataset_role=MODEL_STATE_PLUS_STRUCTURAL_REATTEMPT_EVIDENCE | behaviour_supervision_role=REATtempt_OCCURRED_ACTION_BRANCH_UNRESOLVED | safe_for_policy_fit=False | hard_optimality_truth=False | validation_only=False | source_interface=R4F1_DAY1,2
2021,Charlie Kimball,r4/output/r4f2_canonical_fused_decision_dataset_v1.csv,csv,144,,,decision_id=2021_11_POST_GUARANTEED_BREAK | year=2021 | session_regime=LAST_CHANCE | car_number=11 | driver_name=Charlie Kimball | decision_stage=POST_GUARANTEED_BREAK | current_rank=5 | benchmark_type=LAST_CHANCE_SURVIVAL_BUBBLE | benchmark_speed_mph=228.353000 | qualification_state=OUTSIDE_FIELD | has_protected_result=False | feasible_action_set=STOP|REATTEMPT | action_mask_STOP=True | action_mask_REATTEMPT=True | action_mask_RETAIN_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_REATTEMPT=False | action_mask_WITHDRAW_AND_PRIORITY_REATTEMPT=False | observed_action=REATTEMPT | action_resolved=True | action_evidence_quality=HIGH | time_quality=UNKNOWN | state_numeric_complete=False | thermal_state_available=False | performance_uncertainty_available=False | wait_model_available=False | shared_feature_link_status=PENDING | dataset_role=MODEL_STATE_PLUS_ACTION_EVIDENCE | behaviour_supervision_role=OBSERVED_BEHAVIOUR_NOT_POLICY_TRUTH | safe_for_policy_fit=False | hard_optimality_truth=False | validation_only=False | source_interface=R4LC5E_V2,2
2021,Charlie Kimball,r4/output/r4f6k_expanded_fast_friday_canonical_panel_v1.csv,csv,37,,39.3839,year=2021 | driver_name=Charlie Kimball | driver_key=charlie kimball | car_number=11 | reference_speed_mph=228.52 | reference_type=GENERAL_FAST_FRIDAY_BEST_SPEED | reference_priority=1 | source_quality=HIGH | source_type=OFFICIAL_TIMING_PDF_ARCHIVE | source_url=https://indycaraldia.com/wp-content/uploads/2021/05/indycar-results-p5.pdf | source_file=r4/evidence/fast_friday/2021_fast_friday_practice5_results_r4f6k.pdf | extraction_method=PDFTOTEXT | model_role=CORE_DEVELOPMENT | provenance_note=2021 Indianapolis 500 Practice 5 Fast Friday full-field best-speed result. | pdf_position=34 | pdf_lap_time=00:39.3839,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,562,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=5 | priority_wait_reduction_percent=0 | retain_p_completed=0.0 | withdraw_p_completed=0.0 | retain_p_final_meets_benchmark=0.0 | withdraw_p_final_meets_benchmark=0.0 | withdraw_p_no_final_result=1.0 | withdraw_p_final_worse_than_current=1.0 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,563,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=5 | priority_wait_reduction_percent=25 | retain_p_completed=0.0 | withdraw_p_completed=0.0 | retain_p_final_meets_benchmark=0.0 | withdraw_p_final_meets_benchmark=0.0 | withdraw_p_no_final_result=1.0 | withdraw_p_final_worse_than_current=1.0 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,564,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=5 | priority_wait_reduction_percent=50 | retain_p_completed=0.0 | withdraw_p_completed=0.0 | retain_p_final_meets_benchmark=0.0 | withdraw_p_final_meets_benchmark=0.0 | withdraw_p_no_final_result=1.0 | withdraw_p_final_worse_than_current=1.0 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,565,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=5 | priority_wait_reduction_percent=75 | retain_p_completed=0.0 | withdraw_p_completed=0.2449 | retain_p_final_meets_benchmark=0.0 | withdraw_p_final_meets_benchmark=0.0002 | withdraw_p_no_final_result=0.7551 | withdraw_p_final_worse_than_current=0.9371 | delta_benchmark_success_probability=0.0002,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,566,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=10 | priority_wait_reduction_percent=0 | retain_p_completed=0.24465 | withdraw_p_completed=0.24465 | retain_p_final_meets_benchmark=0.00025 | withdraw_p_final_meets_benchmark=0.00025 | withdraw_p_no_final_result=0.75535 | withdraw_p_final_worse_than_current=0.939 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,567,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=10 | priority_wait_reduction_percent=25 | retain_p_completed=0.24465 | withdraw_p_completed=0.24465 | retain_p_final_meets_benchmark=0.00025 | withdraw_p_final_meets_benchmark=0.00025 | withdraw_p_no_final_result=0.75535 | withdraw_p_final_worse_than_current=0.939 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,568,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=10 | priority_wait_reduction_percent=50 | retain_p_completed=0.24465 | withdraw_p_completed=0.24465 | retain_p_final_meets_benchmark=0.00025 | withdraw_p_final_meets_benchmark=0.00025 | withdraw_p_no_final_result=0.75535 | withdraw_p_final_worse_than_current=0.939 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,569,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=10 | priority_wait_reduction_percent=75 | retain_p_completed=0.24465 | withdraw_p_completed=0.49385 | retain_p_final_meets_benchmark=0.00025 | withdraw_p_final_meets_benchmark=0.0003 | withdraw_p_no_final_result=0.50615 | withdraw_p_final_worse_than_current=0.8768 | delta_benchmark_success_probability=4.999999999999997e-05,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,570,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=15 | priority_wait_reduction_percent=0 | retain_p_completed=0.24945 | withdraw_p_completed=0.24945 | retain_p_final_meets_benchmark=5e-05 | withdraw_p_final_meets_benchmark=5e-05 | withdraw_p_no_final_result=0.75055 | withdraw_p_final_worse_than_current=0.9366 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,571,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=15 | priority_wait_reduction_percent=25 | retain_p_completed=0.24945 | withdraw_p_completed=0.49945 | retain_p_final_meets_benchmark=5e-05 | withdraw_p_final_meets_benchmark=0.00025 | withdraw_p_no_final_result=0.50055 | withdraw_p_final_worse_than_current=0.8714 | delta_benchmark_success_probability=0.0002,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,572,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=15 | priority_wait_reduction_percent=50 | retain_p_completed=0.24945 | withdraw_p_completed=0.49945 | retain_p_final_meets_benchmark=5e-05 | withdraw_p_final_meets_benchmark=0.00025 | withdraw_p_no_final_result=0.50055 | withdraw_p_final_worse_than_current=0.8714 | delta_benchmark_success_probability=0.0002,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,573,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=15 | priority_wait_reduction_percent=75 | retain_p_completed=0.24945 | withdraw_p_completed=1.0 | retain_p_final_meets_benchmark=5e-05 | withdraw_p_final_meets_benchmark=0.00065 | withdraw_p_no_final_result=0.0 | withdraw_p_final_worse_than_current=0.74245 | delta_benchmark_success_probability=0.0006,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,574,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=20 | priority_wait_reduction_percent=0 | retain_p_completed=0.49415 | withdraw_p_completed=0.49415 | retain_p_final_meets_benchmark=0.0003 | withdraw_p_final_meets_benchmark=0.0003 | withdraw_p_no_final_result=0.50585 | withdraw_p_final_worse_than_current=0.8771 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,575,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=20 | priority_wait_reduction_percent=25 | retain_p_completed=0.49415 | withdraw_p_completed=0.49415 | retain_p_final_meets_benchmark=0.0003 | withdraw_p_final_meets_benchmark=0.0003 | withdraw_p_no_final_result=0.50585 | withdraw_p_final_worse_than_current=0.8771 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,576,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=20 | priority_wait_reduction_percent=50 | retain_p_completed=0.49415 | withdraw_p_completed=0.7448 | retain_p_final_meets_benchmark=0.0003 | withdraw_p_final_meets_benchmark=0.00045 | withdraw_p_no_final_result=0.2552 | withdraw_p_final_worse_than_current=0.81545 | delta_benchmark_success_probability=0.00015000000000000001,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,577,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=20 | priority_wait_reduction_percent=75 | retain_p_completed=0.49415 | withdraw_p_completed=1.0 | retain_p_final_meets_benchmark=0.0003 | withdraw_p_final_meets_benchmark=0.0005 | withdraw_p_no_final_result=0.0 | withdraw_p_final_worse_than_current=0.75175 | delta_benchmark_success_probability=0.00020000000000000004,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,578,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=30 | priority_wait_reduction_percent=0 | retain_p_completed=0.50215 | withdraw_p_completed=0.50215 | retain_p_final_meets_benchmark=0.0004 | withdraw_p_final_meets_benchmark=0.0004 | withdraw_p_no_final_result=0.49785 | withdraw_p_final_worse_than_current=0.86955 | delta_benchmark_success_probability=0.0,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,579,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=30 | priority_wait_reduction_percent=25 | retain_p_completed=0.50215 | withdraw_p_completed=0.75315 | retain_p_final_meets_benchmark=0.0004 | withdraw_p_final_meets_benchmark=0.0006 | withdraw_p_no_final_result=0.24685 | withdraw_p_final_worse_than_current=0.80495 | delta_benchmark_success_probability=0.00019999999999999993,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,580,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=30 | priority_wait_reduction_percent=50 | retain_p_completed=0.50215 | withdraw_p_completed=1.0 | retain_p_final_meets_benchmark=0.0004 | withdraw_p_final_meets_benchmark=0.00075 | withdraw_p_no_final_result=0.0 | withdraw_p_final_worse_than_current=0.74505 | delta_benchmark_success_probability=0.00035,2
2021,Charlie Kimball,r4/output/r4f8h_h_retain_withdraw_comparison_v1.csv,csv,581,,,fused_decision_id=DAY1::DAY1_2021_11_POST_FIRST_ATTEMPT | year=2021 | driver=Charlie Kimball | assumed_time_remaining_minutes=30 | priority_wait_reduction_percent=75 | retain_p_completed=0.50215 | withdraw_p_completed=1.0 | retain_p_final_meets_benchmark=0.0004 | withdraw_p_final_meets_benchmark=0.00075 | withdraw_p_no_final_result=0.0 | withdraw_p_final_worse_than_current=0.74505 | delta_benchmark_success_probability=0.00035,2
