driver_name,recovery_prior_scenario,action,wait_scenario_count,mean_delta_spread_across_waits,q05_delta_spread_across_waits,q95_delta_spread_across_waits,wait_effect_identifiable,interpretation
Alexander Rossi,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Alexander Rossi,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Callum Ilott,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,ALL_PRIMARY,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,AT_OR_ABOVE_BASELINE_MEDIAN,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,AT_OR_ABOVE_BASELINE_MEDIAN,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,LOW_BASELINE,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,LOW_BASELINE,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
David Malukas,LOW_BASELINE,REPEAT_LANE1_WITHDRAW_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,ALL_PRIMARY,STOP_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
Helio Castroneves,ALL_PRIMARY,REPEAT_LANE2_RETAIN_CURRENT_RESULT,4,0.000000000000,0.000000000000,0.000000000000,False,Identical performance distributions across wait labels are intentional. Current data do not identify a validated 2022 wait-to-environment-to-performance mechanism.
