path,key,value_type,value,year,session_id
root.records[4].QualLap3,QualLap3,str, 39.5001,2018,5320
root.records[4].QualLap4,QualLap4,str, 39.4941,2018,5320
root.records[5].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[5].ElapsedTime,ElapsedTime,str,02:37.8588,2018,5320
root.records[5].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[5].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[5].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[5].InLap,InLap,NoneType,None,2018,5320
root.records[5].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[5].QualLap1,QualLap1,str, 39.4337,2018,5320
root.records[5].QualLap2,QualLap2,str, 39.4239,2018,5320
root.records[5].QualLap3,QualLap3,str, 39.4618,2018,5320
root.records[5].QualLap4,QualLap4,str, 39.5394,2018,5320
root.records[6].DriverUrl,DriverUrl,str,/Drivers/Josef-Newgarden,2018,5320
root.records[6].ElapsedTime,ElapsedTime,str,02:37.8608,2018,5320
root.records[6].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[6].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[6].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[6].InLap,InLap,NoneType,None,2018,5320
root.records[6].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[6].QualLap1,QualLap1,str, 39.4263,2018,5320
root.records[6].QualLap2,QualLap2,str, 39.4308,2018,5320
root.records[6].QualLap3,QualLap3,str, 39.4464,2018,5320
root.records[6].QualLap4,QualLap4,str, 39.5573,2018,5320
root.records[7].DriverUrl,DriverUrl,str,/Drivers/Scott-Dixon,2018,5320
root.records[7].ElapsedTime,ElapsedTime,str,02:38.0457,2018,5320
root.records[7].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[7].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[7].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[7].InLap,InLap,NoneType,None,2018,5320
root.records[7].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[7].QualLap1,QualLap1,str, 39.4394,2018,5320
root.records[7].QualLap2,QualLap2,str, 39.4830,2018,5320
root.records[7].QualLap3,QualLap3,str, 39.5551,2018,5320
root.records[7].QualLap4,QualLap4,str, 39.5682,2018,5320
root.records[8].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[8].ElapsedTime,ElapsedTime,str,02:38.1654,2018,5320
root.records[8].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[8].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[8].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[8].InLap,InLap,NoneType,None,2018,5320
root.records[8].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[8].QualLap1,QualLap1,str, 39.4684,2018,5320
root.records[8].QualLap2,QualLap2,str, 39.5436,2018,5320
root.records[8].QualLap3,QualLap3,str, 39.5527,2018,5320
root.records[8].QualLap4,QualLap4,str, 39.6007,2018,5320
root.records[9].DriverUrl,DriverUrl,str,/Drivers/Alexander-Rossi,2018,5320
root.records[9].ElapsedTime,ElapsedTime,str,02:38.1996,2018,5320
root.records[9].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[9].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[9].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[9].InLap,InLap,NoneType,None,2018,5320
root.records[9].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[9].QualLap1,QualLap1,str, 39.4294,2018,5320
root.records[9].QualLap2,QualLap2,str, 39.5200,2018,5320
root.records[9].QualLap3,QualLap3,str, 39.6090,2018,5320
root.records[9].QualLap4,QualLap4,str, 39.6412,2018,5320
root.records[10].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[10].ElapsedTime,ElapsedTime,str,02:38.2363,2018,5320
root.records[10].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[10].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[10].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[10].InLap,InLap,NoneType,None,2018,5320
root.records[10].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[10].QualLap1,QualLap1,str, 39.6028,2018,5320
root.records[10].QualLap2,QualLap2,str, 39.5189,2018,5320
root.records[10].QualLap3,QualLap3,str, 39.5403,2018,5320
root.records[10].QualLap4,QualLap4,str, 39.5743,2018,5320
root.records[11].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[11].ElapsedTime,ElapsedTime,str,02:38.2826,2018,5320
root.records[11].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[11].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[11].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[11].InLap,InLap,NoneType,None,2018,5320
root.records[11].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[11].QualLap1,QualLap1,str, 39.5120,2018,5320
root.records[11].QualLap2,QualLap2,str, 39.6111,2018,5320
root.records[11].QualLap3,QualLap3,str, 39.5717,2018,5320
root.records[11].QualLap4,QualLap4,str, 39.5878,2018,5320
root.records[12].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[12].ElapsedTime,ElapsedTime,str,02:38.5941,2018,5320
root.records[12].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[12].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[12].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[12].InLap,InLap,NoneType,None,2018,5320
root.records[12].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[12].QualLap1,QualLap1,str, 39.5935,2018,5320
root.records[12].QualLap2,QualLap2,str, 39.6425,2018,5320
root.records[12].QualLap3,QualLap3,str, 39.6612,2018,5320
root.records[12].QualLap4,QualLap4,str, 39.6969,2018,5320
root.records[13].DriverUrl,DriverUrl,str,/Drivers/Ryan-Hunter-Reay,2018,5320
root.records[13].ElapsedTime,ElapsedTime,str,02:38.6238,2018,5320
root.records[13].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[13].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[13].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[13].InLap,InLap,NoneType,None,2018,5320
root.records[13].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[13].QualLap1,QualLap1,str, 39.5556,2018,5320
root.records[13].QualLap2,QualLap2,str, 39.6166,2018,5320
root.records[13].QualLap3,QualLap3,str, 39.7279,2018,5320
root.records[13].QualLap4,QualLap4,str, 39.7237,2018,5320
root.records[14].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[14].ElapsedTime,ElapsedTime,str,02:38.8702,2018,5320
root.records[14].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[14].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[14].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[14].InLap,InLap,NoneType,None,2018,5320
root.records[14].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[14].QualLap1,QualLap1,str, 39.6732,2018,5320
root.records[14].QualLap2,QualLap2,str, 39.7171,2018,5320
root.records[14].QualLap3,QualLap3,str, 39.7207,2018,5320
root.records[14].QualLap4,QualLap4,str, 39.7592,2018,5320
root.records[15].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[15].ElapsedTime,ElapsedTime,str,02:38.9409,2018,5320
root.records[15].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[15].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[15].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[15].InLap,InLap,NoneType,None,2018,5320
root.records[15].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[15].QualLap1,QualLap1,str, 39.6965,2018,5320
root.records[15].QualLap2,QualLap2,str, 39.6848,2018,5320
root.records[15].QualLap3,QualLap3,str, 39.7542,2018,5320
root.records[15].QualLap4,QualLap4,str, 39.8054,2018,5320
root.records[16].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[16].ElapsedTime,ElapsedTime,str,02:39.1837,2018,5320
root.records[16].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[16].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[16].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[16].InLap,InLap,NoneType,None,2018,5320
root.records[16].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[16].QualLap1,QualLap1,str, 39.7218,2018,5320
root.records[16].QualLap2,QualLap2,str, 39.8197,2018,5320
root.records[16].QualLap3,QualLap3,str, 39.7832,2018,5320
root.records[16].QualLap4,QualLap4,str, 39.8590,2018,5320
root.records[17].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[17].ElapsedTime,ElapsedTime,str,02:39.2233,2018,5320
root.records[17].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[17].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[17].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[17].InLap,InLap,NoneType,None,2018,5320
root.records[17].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[17].QualLap1,QualLap1,str, 39.7591,2018,5320
root.records[17].QualLap2,QualLap2,str, 39.7870,2018,5320
root.records[17].QualLap3,QualLap3,str, 39.8063,2018,5320
root.records[17].QualLap4,QualLap4,str, 39.8709,2018,5320
root.records[18].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[18].ElapsedTime,ElapsedTime,str,02:39.2459,2018,5320
root.records[18].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[18].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[18].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[18].InLap,InLap,NoneType,None,2018,5320
root.records[18].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[18].QualLap1,QualLap1,str, 39.8609,2018,5320
root.records[18].QualLap2,QualLap2,str, 39.7629,2018,5320
root.records[18].QualLap3,QualLap3,str, 39.7871,2018,5320
root.records[18].QualLap4,QualLap4,str, 39.8350,2018,5320
root.records[19].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[19].ElapsedTime,ElapsedTime,str,02:39.3241,2018,5320
root.records[19].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[19].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[19].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[19].InLap,InLap,NoneType,None,2018,5320
root.records[19].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[19].QualLap1,QualLap1,str, 39.7459,2018,5320
root.records[19].QualLap2,QualLap2,str, 39.8424,2018,5320
root.records[19].QualLap3,QualLap3,str, 39.8592,2018,5320
root.records[19].QualLap4,QualLap4,str, 39.8766,2018,5320
root.records[20].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[20].ElapsedTime,ElapsedTime,str,02:39.3388,2018,5320
root.records[20].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[20].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[20].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[20].InLap,InLap,NoneType,None,2018,5320
root.records[20].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[20].QualLap1,QualLap1,str, 39.7450,2018,5320
root.records[20].QualLap2,QualLap2,str, 39.8074,2018,5320
root.records[20].QualLap3,QualLap3,str, 39.8642,2018,5320
root.records[20].QualLap4,QualLap4,str, 39.9222,2018,5320
root.records[21].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[21].ElapsedTime,ElapsedTime,str,02:39.3561,2018,5320
root.records[21].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[21].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[21].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[21].InLap,InLap,NoneType,None,2018,5320
root.records[21].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[21].QualLap1,QualLap1,str, 39.7846,2018,5320
root.records[21].QualLap2,QualLap2,str, 39.8047,2018,5320
root.records[21].QualLap3,QualLap3,str, 39.8599,2018,5320
root.records[21].QualLap4,QualLap4,str, 39.9069,2018,5320
root.records[22].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[22].ElapsedTime,ElapsedTime,str,02:39.4273,2018,5320
root.records[22].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[22].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[22].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[22].InLap,InLap,NoneType,None,2018,5320
root.records[22].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[22].QualLap1,QualLap1,str, 39.7941,2018,5320
root.records[22].QualLap2,QualLap2,str, 39.8300,2018,5320
root.records[22].QualLap3,QualLap3,str, 39.8761,2018,5320
root.records[22].QualLap4,QualLap4,str, 39.9271,2018,5320
root.records[23].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[23].ElapsedTime,ElapsedTime,str,02:39.4298,2018,5320
root.records[23].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[23].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[23].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[23].InLap,InLap,NoneType,None,2018,5320
root.records[23].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[23].QualLap1,QualLap1,str, 39.7337,2018,5320
root.records[23].QualLap2,QualLap2,str, 39.8180,2018,5320
root.records[23].QualLap3,QualLap3,str, 39.9202,2018,5320
root.records[23].QualLap4,QualLap4,str, 39.9579,2018,5320
root.records[24].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[24].ElapsedTime,ElapsedTime,str,02:39.4673,2018,5320
root.records[24].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[24].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[24].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[24].InLap,InLap,NoneType,None,2018,5320
root.records[24].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[24].QualLap1,QualLap1,str, 39.7501,2018,5320
root.records[24].QualLap2,QualLap2,str, 39.8494,2018,5320
root.records[24].QualLap3,QualLap3,str, 39.9953,2018,5320
root.records[24].QualLap4,QualLap4,str, 39.8725,2018,5320
root.records[25].DriverUrl,DriverUrl,NoneType,None,2018,5320
root.records[25].ElapsedTime,ElapsedTime,str,02:39.4881,2018,5320
root.records[25].LapsComplete,LapsComplete,NoneType,None,2018,5320
root.records[25].LapsDown,LapsDown,NoneType,None,2018,5320
root.records[25].BestLapTime,BestLapTime,NoneType,None,2018,5320
root.records[25].InLap,InLap,NoneType,None,2018,5320
root.records[25].LapsLed,LapsLed,NoneType,None,2018,5320
root.records[25].QualLap1,QualLap1,str, 39.8091,2018,5320
root.records[25].QualLap2,QualLap2,str, 39.8800,2018,5320
root.records[25].QualLap3,QualLap3,str, 39.8841,2018,5320
root.records[25].QualLap4,QualLap4,str, 39.9149,2018,5320
root.records[26].DriverUrl,DriverUrl,str,/Drivers/Jack-Harvey,2018,5320
