file,column,classes,semantic_type,target_rows,nonempty,coverage,unique_numeric,numeric_fraction,numeric_min,numeric_max,safe_weather_numeric,performance_or_outcome,availability_flag,direct_attempt_join
r4p1_attempt_four_lap_panel_v1.csv,year,YEAR,LOW_CARDINALITY_NUMERIC,110,110,1.0,4,1.0,2020.0,2024.0,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,attempt_id,ATTEMPT_ID,TEXT_OR_MIXED,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,four_lap_average_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,110,1.0,220.946,233.758,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap1_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,110,1.0,222.617,234.248,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap2_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,108,1.0,221.764,233.829,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap3_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,109,1.0,219.963,233.628,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap4_speed_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,109,1.0,219.469,233.546,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap1_to_lap4_delta_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,109,1.0,-6.774,-0.339,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap1_to_lap2_delta_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,102,1.0,-3.793,0.182,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap2_to_lap3_delta_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,102,1.0,-3.628,0.652,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,lap3_to_lap4_delta_mph,PERFORMANCE_OR_OUTCOME,CONTINUOUS_NUMERIC,110,110,1.0,104,1.0,-3.282,3.138,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,complete_four_lap_shape,PERFORMANCE_OR_OUTCOME,TEXT_OR_MIXED,110,110,1.0,0,0.0,,,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,complete_performance_record,PERFORMANCE_OR_OUTCOME,TEXT_OR_MIXED,110,110,1.0,0,0.0,,,False,True,False,True
r4p1_attempt_four_lap_panel_v1.csv,canonical_start_time_utc,TIME,TIME_OR_DATETIME,110,48,0.43636363636363634,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,canonical_end_time_utc,TIME,EMPTY,110,0,0.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,canonical_event_time_quality,TIME,TIME_OR_DATETIME,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_evidence_class,TIME,TIME_OR_DATETIME,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_point_utc,TIME,TIME_OR_DATETIME,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_lower_utc,TIME,TIME_OR_DATETIME,110,1,0.00909090909090909,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_upper_utc,TIME,TIME_OR_DATETIME,110,1,0.00909090909090909,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_source,TIME,TIME_OR_DATETIME,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,time_semantic,TIME,TIME_OR_DATETIME,110,110,1.0,0,0.0,,,False,False,False,True
r4p1_attempt_four_lap_panel_v1.csv,chronology_usable,AVAILABILITY_FLAG,AVAILABILITY_FLAG,110,110,1.0,2,0.0,,,False,False,True,True
r4p1_attempt_four_lap_panel_v1.csv,environment_alignment_usable,AVAILABILITY_FLAG,AVAILABILITY_FLAG,110,110,1.0,1,0.0,,,False,False,True,True
r4p1_attempt_four_lap_panel_v1.csv,hrrr_leakage_safe_available,AVAILABILITY_FLAG,AVAILABILITY_FLAG,110,110,1.0,1,0.0,,,False,False,True,True
r4p1_attempt_four_lap_panel_v1.csv,ptsc_track_temp_available,AVAILABILITY_FLAG;TRACK_TEMP,AVAILABILITY_FLAG,110,110,1.0,1,0.0,,,False,False,True,True
